Id,price
33793,6546.66
9305,1550.28
5056,10791.54
18291,764.06
5693,13116.29
7275,643.45
31856,2188.6
41110,6559.77
37738,2609.49
21481,8846.98
41399,685.49
9006,1775.47
7257,1662.16
27467,8776.2
39050,2138.0
20041,729.36
15574,4349.71
9889,601.64
34479,6205.51
27592,1198.41
31418,16274.04
13694,3741.59
40423,2547.1
41635,1236.46
20837,972.51
19656,1574.87
27475,5161.75
25630,5071.166666666666
18406,3476.65
27736,4047.73
27936,5319.3
40269,11340.84
4746,1171.85
5387,13093.06
10501,953.22
16579,5315.26
11283,6005.89
23528,1524.89
36745,1395.388333333333
12574,991.17
35760,887.9466666666667
34190,513.79
22382,6075.1
12377,4757.98
34748,7661.81
31890,610.78
2869,2764.11
38106,969.26
36792,1701.83
21556,11281.28
11589,13846.97
9234,997.12
39026,1037.63
624,673.66
5621,6416.8
34562,16422.96
2249,1206.21
11307,3299.43
31936,1441.89
16182,4979.3
32958,716.42
31233,834.2
14105,971.53
17415,948.65
34855,2053.9
651,938.08
18201,11441.54
18446,4588.44
14036,15498.66
13234,1853.88
17342,2254.85
7929,8661.92
21901,3576.67
36694,1687.82
6238,4564.2
37463,512.09
9459,7137.93
29464,7635.36
17039,765.58
24043,659.48
39610,6694.43
34607,7725.38
14132,7289.84
24904,1645.18
26630,16364.59
36264,13881.78
26978,3867.57
18976,770.23
10237,3455.55
8947,2373.32
36418,1868.08
37424,1173.92
13607,1122.49
12941,1754.21
24595,5233.91
16864,4531.15
9913,998.182
11671,639.48
23506,4484.27
32822,576.02
28979,2224.64
38427,5263.92
37343,9060.52
20723,15587.66
20278,682.1866666666667
20115,4006.26
27939,5140.54
33212,8433.45
3584,2554.33
19293,3250.17
14908,9262.87
30998,4758.69
9143,6639.71
13377,6247.04
41937,6763.53
7379,1033.45
26640,5945.79
33731,6318.63
35748,2642.7
34174,3011.26
6538,9638.91
25929,2458.28
32811,1302.75
19057,1007.61
30941,15642.1975
10214,1719.8041666666668
15854,623.59
12232,8666.36
29733,583.66
15726,663.26
24191,884.35
30910,9543.51
42121,12521.39
38187,919.365
731,692.26
30293,5301.49
23907,2380.58
35571,2307.71
27618,656.8
10019,3836.67
22338,841.35
35064,11715.7
32173,865.22
3732,12145.18
9794,699.75
12818,2023.03
11822,6582.89
22611,4349.89
16008,1819.98
27163,11743.13
41236,7006.9
28647,4604.01
1034,5495.71
42946,929.71
29943,4421.32
37407,1456.02
21810,603.82
33414,530.4
2677,11919.15
5822,630.91
39520,1831.95
8045,1996.08
37201,951.38
14234,7954.6
29857,1596.25
37146,7669.67
40305,783.84
3193,12730.426666666668
35919,1205.81
36019,3550.28
5910,4474.93
8424,935.91
38910,7769.17
24079,6182.44
30470,1971.91
16656,2407.01
9579,3880.18
7024,835.44
34662,6284.1
9215,2580.55
21038,920.03
33854,4763.14
6358,488.54
30708,694.44
16985,5443.47
8303,10110.02
8300,10448.73
6484,928.55
11454,3107.5
6317,441.15
30861,853.41
33446,1369.2
20969,7364.16
32008,17480.8
9301,533.96
36684,1422.04
13879,2163.45
8465,15174.04
1970,626.36
39716,15029.61
25306,1195.69
22015,1128.14
24848,12115.7825
12195,631.71
41796,16331.49
27611,13232.85
23645,2487.01
20601,624.43
10676,4152.17
32478,3092.43
40071,2537.8
20550,717.18
32253,427.41
15942,3323.44
34635,5352.18
30961,11925.24
14009,4680.41
16477,5079.17
25755,9691.46
15320,596.3973333333333
16885,3204.76
24411,666.63
35053,4464.93
17264,5606.98
37811,2393.2
30434,1832.41
19062,1080.85
5648,1113.13
30887,3444.48
21171,552.67
26608,919.2366666666667
24252,969.86
12953,15378.86
33543,8389.97
33810,11648.06
1872,8108.11
15347,7628.71
2640,1966.42
36801,8535.35
23072,1171.82
22801,15428.78
17853,13486.84
39614,3121.32
24799,2964.45
30231,2503.23
24375,976.37
23391,797.35
14672,877.17
12506,7176.81
11429,2270.46
40918,14682.92
4457,1070.46
38749,7194.71
23978,4143.82
37712,3729.45
31241,2071.74
17492,9190.49
598,16318.15
27879,1493.32
17007,1932.7
11232,1889.09
8998,2682.19
25982,3464.64
29773,11700.87
40210,961.52
7264,1013.07
20853,4409.75
9841,530.69
35337,3410.55
30330,716.6
11428,9040.83
33141,579.99
855,643.98
17707,2174.48
26072,976.99
2078,1318.47
30279,2757.27
37047,1262.22
13993,1809.2
18677,969.47
42172,932.605
29918,527.25
23040,3629.04
10308,8827.13
13279,13693.51
6565,14501.31
27990,7546.42
6025,3844.97
29193,1792.36
17797,971.65
16881,6129.49
38069,461.6
42320,5146.95
24565,2430.6133333333332
1096,3610.82
2788,15942.54
21349,6074.746666666668
24900,5702.85
5408,6327.15
4477,710.08
8121,4796.93
32176,9317.65
42781,7564.69
23134,15268.57
25821,1843.63
1695,3327.21
15288,443.66
26680,9935.73
8798,4956.73
27459,2608.42
3039,528.74
22180,1802.95
10494,804.39
19711,4130.78
2771,1613.78
14885,2828.2
41540,904.9
6836,6029.02
13810,2249.4
43067,2751.34
2559,902.81
7731,5447.04
15670,7853.19
525,631.87
21073,1056.7
37500,2228.27
10213,3922.29
23881,5112.89
27098,948.79
35540,936.27
2289,635.34
11121,14793.43
5324,963.04
11407,3388.77
32227,2631.27
9075,788.75
43008,3045.18
415,6860.84
32802,894.84
13640,5816.13
39861,5612.03
28996,2669.73
37719,5212.56
39118,971.26
23771,616.22
26790,953.95
40024,15705.722
15339,2508.61
37311,4630.43
33209,1558.71
16137,540.51
24446,12358.43
41569,1187.79
25067,5408.1
34268,614.34
26888,4168.04
27941,4214.09
41991,2680.71
10275,1110.02
22162,1235.56
30939,1782.4
20143,4823.44
19301,652.36
13516,950.21
4201,1307.19
40012,2243.14
2404,14932.81
28226,8039.12
29350,1546.45
6309,5286.92
3925,4476.19
8347,6918.14
34931,6210.93
41682,1146.3
18515,4223.18
14593,6132.93
17554,10907.89
36295,10769.3
8287,456.24
16552,2269.94
14707,1664.52
16868,5210.04
17961,4298.9
1236,1270.74
41360,2205.365
22838,1153.28
10246,1009.58
7028,11771.33
2312,2092.67
23808,3987.485
8723,6538.56
17804,1668.29
20762,15923.8
15105,998.97
23474,4001.98
30901,973.71
6966,1104.06
29325,852.01
36785,3990.46
15225,566.85
4446,946.4
38335,440.04
37335,987.44
34364,5201.98
24765,513.85
30242,1638.82
21282,961.75
3276,16230.33
34968,542.73
2863,2188.88
12216,8883.24
4961,1021.31
27188,599.33
5289,5149.33
41868,7252.46
31060,2098.34
30981,5045.73
9549,716.68
12180,1009.6
12335,15473.9
17828,13906.453333333335
43072,644.63
7872,1016.01
19160,3720.21
25151,2332.2
33679,1681.04
7015,778.41
9222,2837.85
13264,724.32
17648,16136.84
28903,6991.26
39965,1314.13
3957,1967.17
26168,4387.62
41166,1845.45
16777,13702.3
42687,993.57
30942,1017.84
12254,1773.36
17712,2809.73
38170,15591.55
19339,2677.1
20897,1029.92
328,675.47
13822,3359.41
1998,869.39
14214,609.6
9341,3183.64
2723,879.61
35556,995.89
22234,4971.73
31269,4220.72
6273,5288.920388888889
29574,848.03
17134,5621.41
17421,1079.88
10359,1932.03
13786,1411.98
23916,974.38
8914,16202.06
26517,7530.38
12043,8276.13
4445,3851.02
13112,4888.89
29654,607.84
34199,5180.19
11818,11902.445
31916,588.744
19851,2069.4
30565,7097.55
11726,482.02
22920,13929.33
6360,1040.15
40649,637.44
36513,5826.28
22049,1023.48
14139,757.29
9835,1214.18
21800,978.88
29568,10686.66
9008,858.61
21880,11579.22
706,1612.1
27721,16575.673333333336
17870,2094.6
3114,920.96
40792,788.582
19330,13938.23
4302,7600.43
22622,9949.73
18413,3851.36
30651,1205.47
26709,866.09
40705,908.41
18347,14004.19
2454,4583.18
10178,4216.34
38111,9831.6
29560,519.45
30744,2537.24
6456,2276.2216666666664
26016,7838.96
24034,8904.45
37020,644.81
39606,1188.69
14388,3656.45
3175,840.59
37435,5026.9
29335,3801.63
36476,4393.24
14688,527.28
1806,812.92
14406,1051.41
35753,1336.88
33589,1426.93
40889,2016.84
35632,1097.47
38593,3879.11
37856,4443.17
32017,3382.73
25166,579.9
11002,505.62
12708,1825.2158333333334
12064,2667.03
20403,2167.96
29655,1427.12
16340,7422.15
20868,6224.18
15242,1696.83
17481,1012.95
43001,1654.02
5438,439.33
30709,850.34
3155,8121.34
9828,2048.32
26375,999.45
26761,668.35
473,10162.09
41547,593.92
471,5796.07
7824,712.07
6947,16596.77
3243,603.34
34839,680.24
29040,1005.65
35159,2906.57
21118,946.92
14124,3406.78
11877,746.45
28111,6432.82
28901,603.56
17188,1447.33
20427,3201.11
21285,5521.27
32984,837.69
18356,1640.05
25091,4440.14
20433,5123.49
13078,1776.65
34913,15493.26
17404,3997.64
15423,708.49
10856,3552.27
20466,649.35
38875,622.79
28811,873.22
22431,853.97
8106,693.28
29738,1849.06
12920,11147.51
7729,6158.45
19494,6593.8
7502,799.34
23120,6570.15
39368,7478.4
38315,15412.5
6685,4852.34
2385,871.76
4306,1258.43
11745,1486.76
27072,1934.84
10111,5387.81
1022,4640.53
5807,443.28
38872,4739.71
41363,620.98
42232,2916.43
20500,669.76
40186,2325.36
25981,1298.12
2746,5068.3
13634,14465.56
3437,3564.86
41541,677.32
18724,2017.92
38948,4995.09
15414,9126.52
41577,2798.1
26208,3124.46
39572,2625.58
9784,770.67
37711,5164.79
25305,1432.31
39669,2132.05
4268,644.33
36537,5052.37
11056,7272.07
40261,2177.0
12239,704.72
11113,700.86
29319,1834.66
5749,2207.52
27865,2330.65
3161,3791.87
17794,575.13
4442,16464.25
20635,5600.58
23278,644.31
15840,6475.9
4493,891.49
20833,2144.34
15981,1839.69
2941,948.19
15863,1730.1
7746,972.08
22221,3907.73
163,622.88
31363,690.69
4152,1806.92
114,3122.78
28270,5611.79
27048,8396.06
22216,626.04
12490,16721.62
38457,1749.34
11489,1010.61
20384,5570.15
19430,9139.42
10642,572.32
20919,2645.66
18163,6261.87
15839,5184.0575
6582,1858.38
29154,1152.075
29629,4083.01
11009,7707.0
8589,7940.91
41305,5573.21
16034,4333.55
6920,5979.38
36945,2158.11
4816,3424.33
33516,9256.39
41823,795.77
8431,849.7666666666668
4386,549.31
34305,505.34
31398,1827.17
32069,8962.94
22742,3924.55
5288,919.72
37831,1016.1
34518,11174.86
28021,5247.07
34436,10068.07
9152,2346.82
28468,848.8166666666667
18699,691.84
33977,6384.32
25314,1037.31
5772,1375.45
41312,945.61
8403,14367.59
26521,2827.88
8099,3522.28
33931,7267.33
8421,4197.61
8993,15189.17
14035,2554.22
23767,3094.86
27442,7390.43
5529,8733.89
11586,15263.07
2365,1800.74
9460,7369.21
40637,1122.01
20171,635.81
39626,6101.62
19952,15351.75
9014,873.15
41624,708.38
12323,734.13
24503,882.2
18789,2022.05
22890,1286.28
38015,5320.23
7506,607.79
22164,15654.57
38737,3209.96
39005,5161.07
7227,14630.98
40565,6590.88
3490,2549.0
35205,2345.98
25851,561.03
10948,3849.14
8835,1689.31
12050,1695.2
32298,1921.86
28231,947.3
31007,4437.93
20126,10232.65
32446,1351.91
15199,2643.64
33584,3002.87
14207,3109.44
22767,1745.6266666666668
1870,975.91
43097,5567.03
1137,762.4
20182,1620.55
28755,1727.14
29945,1005.32
34059,3790.63
34821,2303.86
10398,837.08
39720,513.21
11079,14933.39
23683,1038.56
32380,7707.59
39929,816.49
689,922.86
28188,585.62
12859,529.76
15147,4521.5
25293,970.18
3786,982.62
317,1692.8
32165,1018.74
22422,2168.03
23336,4919.02
16463,2699.27
37113,4879.38
35770,851.44
25954,2613.72
30375,8482.45
37056,15418.9
40648,2204.36
7576,1641.71
42603,1239.24
34753,5256.55
12034,4038.63
26916,719.33
10767,3350.21
3253,9865.39
29805,4804.36
27569,680.62
38071,764.64
32920,10478.71
8958,13426.49
12884,5863.49
31738,1210.08
25842,9424.03
14037,692.91
13636,10494.48
10920,820.13
28748,7152.41
37789,855.84
18604,2229.82
14087,3623.855
12991,534.96
13180,4322.5
29835,4552.77
22276,5691.52
14690,1113.26
39692,11731.37
7471,12920.9
4403,5302.5
28842,3387.9
37014,907.14
26827,2929.41
12758,1637.84
37905,16471.78
31993,1186.69
5704,664.68
8172,1694.71
1927,1000.86
6576,1134.82
1249,5138.72
5,2518.8
26976,2491.48
34235,952.3
11418,1372.51
15979,2686.04
30962,1953.33
12423,3356.03
763,5730.05
22889,4437.18
36441,882.21
1125,5730.23
4974,1249.64
410,1026.54
32555,526.58
12628,2827.25
37791,16741.514
3307,1772.03
26013,3996.35
23521,8867.025
16,1418.5
11736,4312.64
26883,4624.39
12149,506.0
23182,3389.67
29569,3507.5
28245,3571.12
20343,4724.69
41174,748.66
27797,938.77
21201,2936.39
19961,767.49
14818,767.04
29012,2573.44
38003,758.01
9807,1257.97
38818,1017.16
13165,611.81
39991,16281.09
7438,2975.17
21057,14114.82
7513,3776.6
38624,1032.88
37194,1418.7
18958,940.04
5734,1022.35
39758,1162.23
16635,1100.68
22685,699.43
21326,5016.58
21083,4185.8
35252,2070.16
42155,1324.32
7104,995.4
17172,1017.52
34392,510.43
2114,1988.31
17095,2086.78
16714,534.2
18740,1932.49
30322,2835.63
11857,818.74
1653,833.52
13578,632.5
764,4835.05
42729,2759.38
3818,905.86
41429,4745.19
12446,7885.685
8131,563.81
17452,3008.24
18256,515.35
4854,1354.201
35511,874.41
34527,613.91
31985,941.17
11374,696.29
21791,877.23
35517,811.72
32085,539.29
906,1699.31
6596,1018.14
14798,5308.96
5805,1121.92
17760,5712.98
25246,1000.49
22704,4125.11
36309,1552.18
37213,2487.01
34471,2738.52
39995,9262.68
32060,8306.51
35524,416.2
31506,2626.59
37454,4291.43
8995,1032.01
13386,478.4
40709,5743.34
13233,1595.4
3391,851.19
8679,5393.2
5649,4763.34
36790,4274.29
33839,732.72
37193,6362.5
2510,3069.64
21340,4392.1
399,9405.31
40298,1870.15
36767,6559.75
42160,877.19
29005,1049.32
34304,832.61
9356,9126.45
8934,1990.22
35644,3987.49
13325,570.5466666666666
26633,7896.18
38684,1784.71
34885,729.44
25558,4417.46
19015,827.63
3052,6448.4
40641,9702.49
26694,2282.44
12861,545.53
27911,1442.36
24761,1111.16
10153,6768.59
4212,796.24
2120,6443.91
12426,973.64
19438,2566.515
5964,2946.0
27465,12729.25
30118,5684.78
2868,14947.3825
12906,2576.61
32264,2951.07
18127,669.55
25978,1793.96
13632,2308.09
11465,3743.61
2247,562.25
9456,4584.33
23211,824.35
2386,632.1
29666,4824.07
20767,600.84
31769,517.99
32147,3920.34
34932,677.45
11402,16193.7
41530,1026.84
42689,1277.44
24877,3336.93
17557,883.7
15352,663.32
27668,2576.84
10542,1802.13
6304,4028.86
41403,1534.58
41458,13966.71
24041,5458.74
41721,748.52
41648,1873.78
9101,1211.36
19578,1373.64
10829,1534.38
13029,12129.97
31400,2224.59
19842,679.2
17396,2162.73
39956,881.35
10630,1094.83
20679,1292.26
35184,725.54
12126,4056.5
5097,1030.84
20639,546.99
28736,7876.59
12669,6562.54
16672,5804.6
24214,2748.32
1142,4119.71
12114,4406.71
3839,2001.27
21488,2377.08
6805,1447.55
18744,563.585
9044,17180.3
5142,608.1
29786,11100.72
35660,3859.4
33957,12968.76
25771,3711.05
42387,4293.87
4688,10813.12
16788,2369.28
10247,1395.65
19314,2046.2
28690,4523.82
21664,12926.37
12169,549.9
28051,13892.67
29054,960.34
37452,562.36
18327,1478.13
1517,1358.55
12154,833.92
6845,6188.61
32146,6931.53
29418,2626.6
16132,2036.78
35021,2077.23
22190,7223.72
26156,1034.15
1130,868.47
11594,996.16
9943,826.72
39820,12629.7
8598,11877.98
39334,716.37
35534,564.73
20331,4655.31
22512,1182.39
41848,6388.46
39830,2659.79
3442,6026.61
38917,12863.5
25761,4699.51
2419,5746.49
9916,6882.74
12521,13377.94
23330,1350.34
33187,760.7058809523809
41201,710.38
31078,696.63
39263,6931.38
18310,606.21
1357,7334.86
32654,11088.38
37700,484.0
40484,2925.05
31519,629.69
33026,1985.45
29706,857.41
17662,473.03
26645,1079.22
37848,1353.675
27051,3720.58
30067,9503.02
3053,4148.79
22648,1036.89
27027,12811.23
4855,489.21
42289,1909.15
29139,5497.8
1851,4687.87
35284,5137.49
32312,617.3
13729,10955.57
30522,638.29
24545,16765.94
2090,16173.992
2130,4787.75
37686,7047.79
33982,3842.23
13022,6658.186666666667
15121,14910.79
19646,5387.67
41262,6204.83
25631,1715.7566666666667
4859,7899.55
34281,2544.01
11372,5861.94
40803,754.25
40789,17679.92
5250,5223.29
42593,3447.79
33003,1114.79
37640,953.87
28891,5126.12
10102,5477.05
20875,2345.87
4440,597.31
39376,7489.13
12478,8185.03
10788,4756.43
13435,486.22
5279,2382.41
25137,2701.83
12146,12557.51
18776,4959.07
20757,2117.64
11889,693.91
27816,6270.37
14756,2536.86
3992,5031.64
33894,2675.8
26401,570.34
15783,3020.99
9033,2446.91
18586,4819.45
26752,4222.39
7337,5712.84
39900,628.16
34485,2352.77
17312,6926.58
24676,1186.37
15091,1048.0
41956,4411.5
35229,609.9306666666666
34732,1063.41
36298,14956.64
31920,3366.6
21979,2008.31
2399,3325.59
16972,3511.96
35093,7799.75
8561,1063.41
6696,4698.38
36437,2862.38
42850,16224.52
3454,15269.03
13348,5561.2
32037,3727.86
10737,3206.13
10152,2703.81
5124,6598.16
5075,691.34
41673,5603.7
6698,4082.19
14410,5857.4
28027,3611.45
32363,8675.47
7730,1043.73
33717,9463.51
9787,854.37
5354,6414.23
16005,9274.91
5858,6930.21
38530,929.3
38208,10054.99
7757,4489.1
21452,1009.6
24706,561.45
19043,4243.11
7844,5180.92
29183,8290.64
20055,8114.82
32371,421.7
17311,7719.2
4017,1283.04
22524,914.91
17465,448.42
35840,4196.65
9975,630.46
39076,17528.53
17233,1007.81
1645,6288.93
17941,1217.58
35099,4636.65
41230,2890.11
42748,10423.76
31737,1292.61
22471,16438.03
28009,7052.07
26104,2541.08
20071,2834.27
28318,9661.46
30169,4957.74
17580,8560.87
3563,4288.44
23834,6114.81
5462,1156.37
35597,1805.11
18475,7170.89
30345,570.92
5238,671.95
20225,7639.51
21882,587.35
20391,1229.08
18211,527.86
11007,4042.42
9813,1202.81
13635,713.05
3680,7408.55
21635,4711.14
1473,798.7
43113,4148.05
12290,5836.76
7841,2548.21
28291,1090.0639999999999
29184,10089.42
11664,557.74
25379,631.79
32376,558.03
30087,3197.48
12876,2531.28
28950,6783.55
35542,7118.96
37875,940.23
5980,754.96
3518,2341.07
6082,17369.72
20419,6931.18
30777,719.5
13493,1039.66
38989,2148.92
7768,2180.54
31093,1216.87
12218,498.02
41556,13463.58
36549,14836.18
1011,1066.8
19233,600.64
5193,10874.05
31382,891.71
10195,654.31
38013,865.51
257,6014.71
30824,4409.93
40886,5654.29
29148,4520.35
1501,1001.94
30077,12165.27
8686,12448.05
5611,978.3
5579,1291.7
24551,12164.97
23490,10325.5
13084,9322.1
11962,2464.5
12723,625.02
7953,15695.36
35506,3418.23
16114,433.14
17358,1097.73
41331,12213.82
10430,2206.56
6085,1803.68
7799,3425.69
27295,5837.35
3500,3344.75
14669,2610.07
6633,3773.08
7920,1205.46
36037,477.55
34094,510.35
21293,3989.29
20885,11926.07
21624,2975.19
2107,7381.68
9094,928.23
28347,4873.61
23117,4467.51
12809,2332.29
15861,1633.3
10265,3374.4
36209,780.14
7836,7210.67
3847,15737.15
11302,4651.53
28103,2576.03
4284,7845.77
40243,677.56
1192,3528.22
31710,523.59
18644,2174.7
27789,5592.2525
19522,1017.61
25659,952.87
30606,1818.34
995,1336.95
8515,11532.85
38262,9724.61
40676,8586.18
2144,4077.25
9853,7897.64
1203,3781.12
34232,883.15
41253,2902.96
20731,2493.27
28557,2332.66
15491,1592.96
10553,1079.68
23048,3412.99
19521,3461.69
35977,5026.55
27607,3675.42
39435,4459.79
17259,566.45
34326,4278.01
42913,748.04
10773,13082.52
12524,493.12
23626,6020.57
24525,2551.01
32823,1844.58
40755,1724.99
20003,5111.46
27440,3555.91
30552,2340.26
6291,11523.01
26036,1025.04
3514,2090.39
24260,2319.72
11619,6899.54
26673,6842.63
31958,14381.34
2715,1119.16
1686,17183.54
18468,11471.015
41244,1598.41
3714,3488.69
40001,2989.87
23007,5224.43
30225,944.61
13480,16576.54
41038,1141.95
19822,3798.03
23251,1817.09
12954,4376.63
1017,5630.4
26246,963.27
27922,1230.34
9313,4623.86
23339,5578.32
9715,3587.46
8878,1079.85
40019,1016.57
7995,2256.4
28265,7722.025
3439,6535.54
22782,4580.28
35693,1114.95
38678,9577.75
11255,4265.84
39322,4811.87
34637,4608.2
8324,8696.57
10079,4346.36
13509,2562.64
29219,3908.85
35479,979.6
32569,8777.19
26175,1831.19
11503,9038.12
32704,7062.92
2326,1845.87
18051,15498.23
17318,2943.33
39430,7457.43
9761,2722.03
24240,915.91
42310,6360.06
37190,9580.03
23122,795.47
28664,5317.98
14624,942.05
39490,5250.01
30109,794.99
17026,1537.52
21218,1744.31
20972,11913.77
9785,3762.54
5855,14371.18
25579,2157.21
40710,1122.85
4360,9018.91
22239,1701.09
38437,2662.13
18686,929.42
26789,10686.61
19696,2099.1
3364,11277.36
14682,2577.36
20061,8162.55
14053,560.52
9015,1720.04
3797,6092.87
7063,2985.92
21113,635.15
39981,2116.36
13748,1770.09
19823,7198.96
13731,1057.08
19258,768.8
31535,3352.27
6091,845.2
36327,433.63
38625,4587.26
11863,7385.1
26502,523.03
11915,1940.07
35510,1633.44
5666,5933.4
12864,16562.34
16150,4247.61
12562,12096.35
29048,6559.41
22247,773.05
23629,9742.98
20113,930.49
23994,874.71
17500,9308.83
4909,1160.2
11587,1102.61
9849,4152.5
3863,914.45
32256,976.08
3889,2783.21
9440,15424.86
20647,1454.29
8186,3501.96
41692,16721.08
12297,2665.29
40439,522.1
2824,625.71
8383,5334.13
19377,12873.35
16305,1202.09
27764,1512.67
42804,1034.05
23159,2554.5
33849,4013.54
7068,4620.07
7215,949.57
3523,732.65
13109,684.98
15738,9085.86
36919,4716.83
41591,847.61
20369,4392.47
30471,734.75
30082,1983.91
2552,799.6366666666668
38966,1398.11
42912,2630.78
2066,1085.99
35207,15523.85
19525,1752.41
12184,4025.96
35612,681.97
2168,530.87
15568,1410.73
18482,1779.82
8962,2322.46
40137,508.87
13051,2247.72
17092,3131.26
11238,823.81
564,1995.18
34014,5966.39
25962,1029.06
23017,3389.52
29303,5070.18
129,17010.43
41514,760.96
11643,886.54
35653,3974.53
26192,6139.86
14528,907.06
2694,7003.45
1897,7365.73
29942,1086.47
5024,7101.17
24173,15416.28
29101,521.69
28591,8926.87
27347,3770.9
24748,807.2
15765,2877.71
11312,15011.07
898,1748.43
31041,8692.89
26366,2414.74
4566,3463.95
7010,10279.33
33402,4391.17
21588,4435.1
24347,1121.98
9669,2649.09
23241,526.17
16457,1597.38
23823,4576.39
35940,1512.99
25162,5015.72
33395,7797.35
14979,4300.66
41103,935.1
42158,637.67
13472,4453.34
4128,855.8166666666666
179,6353.94
26027,3243.48
17575,702.26
36717,3405.1
24673,4571.03
17236,1061.29
21191,14460.19
7771,13743.78
14884,5571.98
23071,708.43
39523,914.69
29896,751.12
4424,1062.8966666666668
41619,1210.11
15598,2120.17
16401,963.03
9728,6793.47
21904,9049.47
8009,6843.57
20043,1206.87
15137,2832.76
39080,2063.15
38568,5524.33
26083,707.73
30361,9578.18
8948,4289.83
32199,7173.09
39543,912.04
35276,8096.87
43026,2685.32
28016,3064.54
33778,11835.64
1383,1055.98
37183,709.53
26311,3748.59
12194,502.57
19939,1764.63
18625,991.9
31277,476.81
11902,986.4
39100,2314.08
13,7382.22
2181,1839.93
12967,928.23
34749,3256.64
30212,15518.49
9903,4732.82
10379,1975.48
11138,908.89
21546,8438.03
14176,1245.92
2007,1827.32
31827,10276.54
34131,1157.35
27680,8944.99
14551,12584.83
19642,4574.05
25540,6205.92
199,669.55
14078,1346.25
33619,16191.25
25256,2598.88
9560,776.88
22112,2550.47
38700,2344.58
37370,2852.77
690,715.87
31153,3268.88
2123,769.43
18086,4566.82
10118,3836.65
20493,3993.15
3696,2314.4
713,1789.21
9307,4928.31
36101,4640.43
38635,2949.32
15556,754.1708333333332
35560,7477.96
32428,6248.09
10588,3876.3
20360,2905.94
15993,611.11
4104,1126.56
30784,3553.74
10149,1028.09
42415,962.7
7214,11474.02
21745,773.89
900,713.735
32949,11318.9
36685,3642.58
9944,1760.03
14306,703.93
31947,4450.98
14855,1095.65
1394,987.58
30526,3900.58
12616,6643.55
25868,999.64
32871,16880.05
26384,1037.68
7069,976.58
18001,1135.92
2535,1038.53
8027,965.51
35124,2293.0
6445,2313.61
15420,1812.61
2140,4405.4
28644,13306.14
26480,2578.04
9583,16300.66
25673,5100.37
34719,4816.39
14857,892.13
33381,957.09
17014,4652.85
35947,4425.9
1042,2758.74
297,6180.196666666668
29449,697.98
19336,4319.45
9159,4181.36
39025,15082.6
36657,1035.62
32901,608.52
10636,16056.48
383,622.94
35153,814.3
4213,10780.85
6654,7439.91
7140,4203.63
6324,16593.14
10052,1136.67
13686,865.8016666666666
18366,6191.76
41622,674.57
180,645.51
25859,1597.72
31335,3707.57
12958,7535.81
30277,1911.31
25089,2636.88
40066,10145.15
36832,736.35
1971,3243.98
29508,422.76
7437,15197.455333333332
10647,820.36
27429,918.7725
14090,808.49
14620,2564.97
25984,1722.34
2292,964.18
13141,2312.33
